Headword,Definition
СДАБЛИВАТЬ,"што, прыпраўляць страву; скрашываць, скраса, закраса; затаўка (ад „тук“)."
СДАВАТЬ,"што, здаваць, здаваньне, здача; здатак, па рас. „сдача“, рэшта грошы пры аплаце."
СДАВЛИВАТЬ,"што, сціскаць—кацца; сьціск, сьцісклы, сьціслы, сьцісканьне; сьціскі, або клюбы, рымарская і стругарская прылада; ў першых да зацісканьня шытай скуры, у другіх — да сьцісканьня клееных рэчаў."
СДАЛЕКА,"прысл. здалі, здалёк, здалёка. Здалёк адгэтуль. Здалёк пачаў гутарку. Здалёку прыбыў. Здалі глядзеў я на гэту рую."
СДАТОЧНЫЙ,здатковы.
СДВАИВАТЬ,"што, здваяць—яцца, здвоены—еньне; здвоміць, здвомлены, здвоміцца."
СДВИГАТЬ,"што, зсуваць—вацца, зсуваньне, зсовісты, зсоўнік—ніца; зрушаць."
СДВИЖЕНИЕ,"зрух, зрушаць, зрушыцца."
СДВОИТЬ,здвоміць. Здвоміць высілкі.
СДВУРЯЖИВАТЬ,"пражу, зьвіваць у дзьве ня ссучаныя ніткі; трысьціць."
СДЕРГИВАТЬ,"што з чаго; стыргаць, стыргнуць—гацца, стырганьне."
СДЕРЖИВАТЬ,"што, каго; стрымліваць—вацца, стрымаць, стрыманьне; гамаваць."
СДЕРЖАННО,прысл. пастрымліва; пагамоўна.
СДИВИТЬСЯ,"з чаго, зьдзівіцца, зьдзіўна, зьдзіў, зьдзіўленьне. На зьдзіў прыгожы хлапец, дзеўка. Зьдзівіўся ўбачыўшы яго."
СДИРАТЬ,"што з чаго; зьдзіраць, лупіць, лутаць."
СДИЧАТЬ,зьдзічэць—чэлы.
СДОБНЫЙ,"аб хлебе на малацэ, на яйках, масьле; мастны, масьціць, маста; масьнік, або грыбок, блін на яйках і масьле, з пшоннай мукі; скаромны, скароміць, скорам (ад „скром“ ўнутранны"
СДРОБЛЯТЬ,"што, здрабняць, крышыць."
СОДРУЖЕСТВО,"спадружжа, спадружнік—ніца. У нас гэта слова ужываецца яшчэ ў значэньні рас. „супружество“."
СДУВАТЬ,"што з чаго; здзьмухаць, здзьмухнуць, здзьмуханьне, здзьмух. Вецер здзьмухнуў паперу. Здзьмухні пыл са стала. Як ветрам здзьмухнула іх."
СДУМАТЬ,"што, здумаць—мацца, здум. Прышло ў здум мне гэта ужо пазьней. Ён усё па свайму здуму робіць. Ані здумаць, ні згадаць, што там было."
"СДЫХАТЬ, СДОХНУТЬ","стыхаць, стухлы, стухнуцца, стухля."
СДЕВАТЬ,"вопратку, спранаць, спранацца—нуць."
СДЕЛАТЬ,"што, зрабіць—біцца, зрабі, зроблены, зроб; зробна, рабіць ад штукі; зробнік—ніца, працавік, які робіць ад штукі, бярэцца за работу агулам, не падзённа."
СДЕЛКА,ж. угода. Зрабілі паміж сабой угоду.
СДЮЖАТЬ,"змагчы, здолець."
СЕ,"заімак, або прысл.; ся, асе, асё-ж, се, сё. Се і хлеба нетуці (смл.). Сё прыду. Дзе нож? Асё-ж ляжыць. Асё-ж і разьвіднела. Асё маці мая. Най ся што хоча дзеіцца. Най ся і так будзе."
СЕАНС,"франц. седні, паседжаньне, поседні, посест."
СЕБЕР,"м. (татар. „шабер“, сусед); удзельнік (пайщик), таварамі ў торгу ў прэдпрыемстве; сябра, сябраваць; сяброўства — таварыства, супалка."
СЕБЯ,"займак, сябе, сабой аб сабе. Кожды сабе працуе. Кожды сам сабой жыве. Ен толькі сабой заняты, толькі аб сабе думае."
СЕБЯКА,"сабека, сябелюб, эгоіст."
СЕБЯЛЮБИЕ,"ср. сабечніцтва, сабечнік—ніца."
СЕГМЕНТ,"м. геометр. адрэзак круга, або клуба."
СЕГОДНЯ,"сягоньня, сягоняшні; сёньня, сёнешні, сёдні, сёднаваць, сёднік."
СЕДМЬ,"црк. сем, сёмы."
СЕДМЕРИЦА,сямёрка.
СЕЗОН,"м. франц. часьць году, пара чаго колечы; пара; стар.: рок, рочкі."
"СЕЙ, СИЯ, СИЕ","заімак, гэты, гэта, гэтае. То гэты, а то гэны. Да гэтага часу. Гэта баба, а гэта дзед. Гэтае поле неўраджайнае. Гэтта тут. Гэтта што такое. Гэтта былі дровы, а цяпер няма іх тут. Гэта я, а гэныма ён. Сяй. Сяй ночы а паўночы (Безсон. 40)."
СЕЙМ,"м. (ад „сыймацца“ падыймацца), збор, зьезд; сойм, соймавы, соймаваньне. Абы соймаваліся на здаўна установленым местцы (прывілей полацкай зямлі); соймішча, ток, мейсца, дзе зьбіраўся сойм; саймавацца, радзіцца."
СЕЙЧАС,"зара. Зара прыду, зраблю. Зара буду ў вас. Жыдоўскае „зара“, а панскае „пачакай“."
СЕКВЕСТРОВАТЬ,"тавар, лацінск. узяць пад дагляд, пад апеку; ўзяць пад запалог, запаложнае, запалог. Запалог налажылі на дворную зямлю, ўзялі пад запалог (Дзісн. пав.)."
СЕКИРА,"ж. сякера, сякерка, секярышча; барта, лёгкая цясьлярская сякера."
СЕКРЕТ,"м. франц. тайства, таіць, таіцца, тайна; сэкрэт, сэкрэтны."
СЕКРЕТАРЬ,сэкрэтар—тарства. У слоўніку П. Бэрынды: Тайникъ—секретарь.
СЕКТА,"франц. брацтва, якое прыняло сваю асобную навуку аб веры; адшчапенства, адшчапенец."
СЕКУЛЯРИЗАЦИЯ,ж. лац. перадача духоўнай маетнасьці ў сьвецкую абладу.
СЕКУНДА,"ж. лац. шасьцідзясятая часьць мінуты; сэкунда; хвіліна, хвілінка, хвілька."
СЕКУНДАНТ,"м. таварыш, сьведка і пасрэднік паядыншчыка."
СЕЛЕДКА,"марская рыба; селядзец—дцы, селядцовы, селяднік, селядніца; селядоўка, бочка ад селядцоў. Расол, у якім знаходзяцца ў бочцы селядцы — лёк."
СЕЛЕЗЕНКА,"брушнае цела, якое знаходзіцца пад левым уздошшам; салозіца; селязёнка. У каня салозіца бьецца ў жываце, кажуць: салозаўка грае."
