Headword,Definition
КАВАЛЕР,"м. франц. малады не жанаты мужчына, ў танцах — агульна мужчына, як процілеглае даме; кавалер, кавалерства — бязжэннасьць; кавалерскасьць, мужская ветласьць у стасунку да дам."
КАВАЛЕРИЯ,"ж. коннае войска; конніца, кавалерыя."
"КАВАРДА, КАВАРДАК","благая страва, баўтушка,"
КАДЕНС,"м. франц. памер, мера ў часе, роўнавага ў рухах ў стасунку да часу; ступа, кадэнс."
КАДАСТР,"м. ацэнка зямельнай маемасьці, паводле яе гатунку; ацэна, ашацоўка."
КАДЕТ,"м. фрац. падростак, дваранскі сын, вучань кадэцкай школы."
КАДИТЬ,"каго, што, чым; кадзіць, цьміць (згэтуль названьне кадзіла „цімьян“). Падкаджываньне дымам пчол: падкурываньне, а ўжываны да гэтага скрутак порту, ці гнілога дрэва называюць зубель."
КАДОВЬ,"ж. дрэўляная судзіна: кадка, кадушка, кадзь. Ад „кодаб“ камлявая часьць пня, выгніўшая ў сярэдзіне."
КАДРА або КАДРЫ,"франц. афіцэры, падафіцэры і наўскрайныя ў шыхце жаўнеры, якія становяць аснову палка ці іншай часьці войска; кадры."
КАДЫК,"м. галоўка дыхавога горла; адамавы яблык, коўцік."
КАЖДЫЙ,"усякі, і той і другі; кожды,"
КАЗАН,"м. татар. кацёл, асабліва вялікі, ўмазаны ў печ; саган, кацёл."
КАЗАРМА,"ж. будынак для войска; жаўнерня, жанерня."
КАЗАТЬСЯ,"паказывацца, выказывацца; здавацца."
КАЖЕТСЯ,здаецца.
КАЖДЫЙ,кожды.
КАЗЕМАТ,м. жаўнерня ўнутры крэпасьці; казамат.
КАЗНА,"ж. гатоўка, гатовыя грошы; дзяржаўная гатоўка; скарб, скарбовы, скарбнік, той хто пераховуе і выдаткуе гатоўку; скарбніца, мейсца, будынак дзе складаюцца грошы ў гатоўцы; скарбіць зьбіраць цэннасьці матэрыяльныя ці маральныя."
КАЗНИТЬ,"каго (ад „казіць“ — псаваць, калечыць), караць, мучыць."
КАЗНЬ,ж. выпаўненьне сьмяротнага прысуду;
КАЗУС,"м. лац. здарэньне, выпадак; нязвычайнае здарэньне, казус."
КАЗУСНЫЙ,"нязвычайны, выдатны па незвычайнасьці."
КАЗУИСТИКА,"навука рэлігійнай маральнасьці,"
КАЙМА,"ж., краймо, акрай, акрайка, руб, шляк. Краймо рукава абшыта чорнай стужкай. У тканінах для моцы ткуць густое краймо, акрай якога калі абразаюць, называецца кромка, акрайка. Абрэз ўсякай тканіны каб ня сыпаліся ніткі — рубяць, абрубляюць, абрубленае краймо называюць рубам. Шлякам называюць паяс на тканіне, абвод. Белыя шпалеры з малінавым шлякам. Хмары акраіліся золатам. Акраіў рысунак кветным вянком. Абрубі хустку каб ня сыпалася."
КАК,"прысл., як. Як там было гэта? А як ты хочаш? Як-бы не было блага, а жыць трэба. Дурны як пень. Як пасьцелеш так і высьпішся. Якія навіны?"
КАК НИБУДЬ,— як колечы.
КАК УГОДНО,— як хоць.
КАЛАДАШКА,"м. груба аброблены дрўляны цяльпушок на лыжку, апалонік, коўш і інш; даўбурок, даўбыр, даўбурка. Начасаў даўбуркоў на лыжкі. На вялікія каўшы, да збожжа, бяруць ліповы даўбур. Слаўны даўбурок быў, ды пашчапаўся."
КАЛАМБУР,"м. франц. ігра слоў, ігра двозначнымі славамі; калямбур."
КАЛАНЧА,"ж. бакшта, башта, вежа."
КАЛАЧ,м. татар. пшанічны хлеб з рэдкага
КАЛГАН,"м. карэнь пернага смаку, які ідзе на прыправу стравы; галган, галганоўка, гарэлка прыпраўленая галганам."
КАЛИБЕР,"м. велічыня, памер ў пярокругу,"
КАЛИГРАФИЯ,"ж. красопісь, красапіссец, красапісны."
КАЛИНА,ж. агульн. слав. каліна.
КАЛИТЬ,"што, крэпка награваць, распаляць цьвёрдае цела ў агне; напаляць, распаляць. Напаліў жыгала да чырвона, да бела. Панураць распаленае зялеза ў ваду для наданьня яму цьвёрдасьці; гартаваць, гарт, гартоўны, гартны."
КАЛИТКА,"ж. дзьверцы пры браме; форта, фортка, прыбрамак, каворка (Смал)."
КАЛИЙ,"м. лац. мэталь які становіць аснову паташу, вельмі сходны з натрам (содай); расьцінны жлукцень, ці жлуктовая соль; вуглякісісты калі,"
КАЛОРИМЕТР,м. прылада для памеру цеплаты;
КАЛОША,"ж. ніжняя часьць гасьцяў, штаноў ад кятуркі да ступы; ногаўка, калоша. Абутак паверх бота, чаравіка ад сьцюжы ці мокрасьці; галёшы."
КАЛУГА,"ж. лужа, лужына."
КАЛЬЦИЙ,"м. лац. мэталь, які становіць хімічную аснову вапны; кальцій, вапнік."
КАЛЯКАТЬ,с кім аб чым (татар: калайдакать); гукаць.
КАМАХА,"фарба і жывёлка якая выдае чырвоную фарбу; чэрвень, кармазын."
КАМБАЛА,"ж. плосмая морская рыба; сухабочыца, палтус."
КАМЕДЬ,"ж. расьцінны, дрэўны клей; галбан; з польскае: гума."
КАМЕЯ,"ж. грэцк. камень з выпуклай разьбой; стараветная, антычная рэзьба па камяню; камэя."
КАМЕНЬ,"м. агульн. слав. камень, каменьня, камяністы, камянка, камянець, камець, камянаваць, камянар."
КАМЕРА,"ж. лац. сьвятліца, пакой; камора. Камора мытная, камора судовая. У агнястрэльнай прыладзе пустаць ў пятавой часьці куды кладуць набой; пустыль, пустля."
КАМЗОЛ,"м. бязрукавая кароткая вопратка напрананая пад верхнюю вопратку; камізэлька, куртка (ад „куртаты“, кароткі)."
КАМИЛАВКА,"ж. нагалоўнік адмена шапкі, якую носяць мніхі пад клабуком; падкапак, камілаўка."
КАМИН,м. сярэдняя паміж загнетам („очагом“) і
КАМКА,ж. шаўковая тканіна; адамашак.
КАМПАНИЯ,"ж. нямецк. працяг вайсковых чыннасьцяў супроць ворага, час вайны, ці часьць часу вайны, прыняты за нешта цэлае; час, бытнасьць на моры на вайсковым вадаплаве ў часе вайны; паход, кампанія."
КАМФОРА,ж. смолка канфорнага дрэва; канфора. Зьнік як канфора.
КАМФОРКА,"ж. ручная кухня, прылада да гатаваньня бяз печы ў пакою; трыножка, сквадырка."
КАМЫШ,"ж. балотная дуткавістая, каленістая"
КАНАВА,"ж. не глыбокі і не шырокі капаны раўчак для стоку вады; канава, проплыўка."
КАНАЛ,"м. фр. доўгая шырокая і глыбокая капаная канава для зносін вадой; канал, прорынь, пракоп. Канал Агінскага акалічныя сяляне называюць — прорыньню."
КАНАЛЬЯ,"лайчыв. фр. прахвост, нягоднік, галцяй, жулік."
КАНАТ,"м. самая тоўстая вяроўка; снасьць, гуж."
КАНВА,"м. франц. клетная радзюга да вышываньня на ей па ліку клетак; канва, рэдніца."
